time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,x_pose,y_pose,z_pose,.pose.orientation.x,.pose.orientation.y,.pose.orientation.z,.pose.orientation.w,c
2023/02/19/19:15:48.003392,185,1814902,505158051,map,6.204981327,9.976504326,14.97615623,0.063015392,0.083006568,-0.70225077,-0.70426054,6
2023/02/19/19:15:48.035536,186,1814902,537158051,map,6.203085423,9.977919579,14.97672653,0.05934113,0.079602984,-0.702644012,-0.704580338,6
2023/02/19/19:15:48.071693,187,1814902,577158051,map,6.197478294,9.979815483,14.97742653,0.056202527,0.076732511,-0.703002382,-0.704798706,6
2023/02/19/19:15:48.103437,188,1814902,609895020,map,6.19040966,9.981397629,14.97794914,0.054505118,0.075146606,-0.703169532,-0.704936109,6
2023/02/19/19:15:48.135637,189,1814902,641895020,map,6.181196213,9.983096123,14.97845364,0.050847135,0.071868219,-0.703513207,-0.705208368,6
2023/02/19/19:15:48.175442,190,1814902,673895020,map,6.169846058,9.984856606,14.97895622,0.047201536,0.068560863,-0.703847805,-0.705457082,6
2023/02/19/19:15:48.207342,191,1814902,706642197,map,6.156468868,9.986636162,14.97943592,0.044958739,0.066616823,-0.703994169,-0.705643762,6
2023/02/19/19:15:48.239550,192,1814902,738642197,map,6.141130924,9.988464355,14.97989941,0.041550086,0.063496688,-0.704292504,-0.705842592,6
2023/02/19/19:15:48.275193,193,1814902,778642197,map,6.119271755,9.990783691,14.98043823,0.037780036,0.060069183,-0.70460615,-0.706041452,6
2023/02/19/19:15:48.307354,194,1814902,811387711,map,6.0998106,9.992663383,14.98083878,0.035786776,0.058251157,-0.704748536,-0.706155571,6
2023/02/19/19:15:48.339436,195,1814902,843387711,map,6.07852602,9.994673729,14.98121643,0.031970913,0.054663409,-0.704981167,-0.70639313,6
2023/02/19/19:15:48.375313,196,1814902,875387711,map,6.055707455,9.996624947,14.98158646,0.028081548,0.051120304,-0.705259806,-0.706545738,6
2023/02/19/19:15:48.407258,197,1814902,908131785,map,6.03130722,9.998590469,14.98191547,0.026190443,0.049270413,-0.70538887,-0.706620918,6
2023/02/19/19:15:48.439391,198,1814902,940131785,map,6.005366325,10.00057507,14.98223686,0.022231109,0.045620118,-0.705652664,-0.7067383,6
2023/02/19/19:15:48.479028,199,1814902,980131785,map,5.971157551,10.00298691,14.98263073,0.01835301,0.042022377,-0.705895038,-0.706830572,6
2023/02/19/19:15:48.511365,200,1814903,12885700,map,5.942286015,10.00492573,14.98294544,0.016538689,0.040191648,-0.705976994,-0.706900008,7
2023/02/19/19:15:48.543097,201,1814903,44885700,map,5.912075996,10.00687313,14.98325634,0.012867802,0.03679374,-0.706109729,-0.707028752,7
2023/02/19/19:15:48.579043,202,1814903,76885700,map,5.880734444,10.0087986,14.9835701,0.009184039,0.033318592,-0.706268572,-0.707099946,7
2023/02/19/19:15:48.610740,203,1814903,109638023,map,5.848136425,10.01075554,14.98389912,0.007396283,0.031499468,-0.706325921,-0.707146952,7
2023/02/19/19:15:48.643320,204,1814903,141638023,map,5.81455183,10.01266003,14.98421764,0.003618705,0.028043567,-0.706397691,-0.707250092,7
2023/02/19/19:15:48.679074,205,1814903,181638023,map,5.771196842,10.01499081,14.98459816,-0.000309457,0.02432392,-0.706550201,-0.707244759,7
2023/02/19/19:15:48.711190,206,1814903,214388326,map,5.735404491,10.01683998,14.98488998,-0.002174804,0.022599824,-0.70661192,-0.707236988,7
2023/02/19/19:15:48.743615,207,1814903,246388326,map,5.698949814,10.01867104,14.98518085,-0.005423442,0.019596661,-0.706624222,-0.707296925,7
2023/02/19/19:15:48.783566,208,1814903,278388326,map,5.661963463,10.02044201,14.98549747,-0.008774467,0.01641965,-0.706674918,-0.707293434,7
2023/02/19/19:15:48.815313,209,1814903,311149140,map,5.624219894,10.02222729,14.98582745,-0.010554761,0.014763633,-0.706705488,-0.707275086,7
2023/02/19/19:15:48.847422,210,1814903,343149140,map,5.586075783,10.02396965,14.986166,-0.013807878,0.011600057,-0.706766928,-0.707216681,7
2023/02/19/19:15:48.883480,211,1814903,383149140,map,5.537703991,10.02611542,14.98661804,-0.016906462,0.008553462,-0.70679454,-0.707165046,7
2023/02/19/19:15:48.915292,212,1814903,415908126,map,5.498513699,10.02785778,14.98696327,-0.018540071,0.007099633,-0.70682257,-0.707112318,7
2023/02/19/19:15:48.947279,213,1814903,447908126,map,5.459197998,10.02955341,14.98729324,-0.021637339,0.004109098,-0.706883217,-0.706987439,7
2023/02/19/19:15:48.983284,214,1814903,479908126,map,5.419515133,10.03125,14.9875803,-0.024824942,0.000935323,-0.706893606,-0.706883568,7
2023/02/19/19:15:49.015417,215,1814903,512665065,map,5.379900455,10.03288746,14.98786163,-0.025988484,-0.000133174,-0.706882281,-0.706853673,7
2023/02/19/19:15:49.047111,216,1814903,544665065,map,5.340415955,10.03447819,14.98813152,-0.02867631,-0.002946415,-0.706830234,-0.706795633,7
2023/02/19/19:15:49.083393,217,1814903,584665065,map,5.290527821,10.03646564,14.98846531,-0.03132722,-0.005508061,-0.706853001,-0.706645077,7
2023/02/19/19:15:49.114714,218,1814903,617420251,map,5.250556469,10.03800869,14.98869419,-0.032699406,-0.006692285,-0.706849298,-0.706576371,7
2023/02/19/19:15:49.147237,219,1814903,649420251,map,5.211249828,10.03943062,14.98889446,-0.035200234,-0.009234994,-0.706900793,-0.706376013,7
2023/02/19/19:15:49.183362,220,1814903,681420251,map,5.171524525,10.04086399,14.98908043,-0.037568893,-0.011497993,-0.706898542,-0.706222912,7
2023/02/19/19:15:49.215373,221,1814903,714174179,map,5.132227898,10.04220867,14.98928928,-0.038694027,-0.012698238,-0.706904439,-0.706135671,7
2023/02/19/19:15:49.247028,222,1814903,746174179,map,5.093438148,10.0434742,14.9894762,-0.041182048,-0.015023435,-0.706936275,-0.705917461,7
2023/02/19/19:15:49.283448,223,1814903,786174179,map,5.045289516,10.04502583,14.98969841,-0.042972902,-0.016850577,-0.706895025,-0.705810776,7
2023/02/19/19:15:49.315335,224,1814903,818926130,map,5.007266998,10.04619408,14.98983669,-0.043927562,-0.017754224,-0.706886519,-0.705738276,7
2023/02/19/19:15:49.347178,225,1814903,850926130,map,4.969938278,10.04727173,14.98995876,-0.045675177,-0.019623815,-0.706808434,-0.705656034,7
2023/02/19/19:15:49.383654,226,1814903,882926130,map,4.932957172,10.04832363,14.99007416,-0.047340582,-0.021220218,-0.706711093,-0.705597685,7
2023/02/19/19:15:49.415556,227,1814903,915676198,map,4.897163391,10.0492506,14.9901886,-0.048338119,-0.022139383,-0.706623105,-0.705589915,7
2023/02/19/19:15:49.447085,228,1814903,947676198,map,4.861418724,10.05014706,14.99028015,-0.049562561,-0.023490376,-0.706580159,-0.705504229,7
2023/02/19/19:15:49.483443,229,1814903,987676198,map,4.817885399,10.05112362,14.99042988,-0.05108205,-0.024917969,-0.706510055,-0.705417125,7
2023/02/19/19:15:49.515482,230,1814904,20424539,map,4.78435421,10.05174923,14.99054813,-0.051539521,-0.025383282,-0.706549552,-0.705327642,8
2023/02/19/19:15:49.547140,231,1814904,52424539,map,4.75096941,10.05232239,14.99072647,-0.052748717,-0.026552607,-0.706586652,-0.705158116,8
2023/02/19/19:15:49.583557,232,1814904,84424539,map,4.718531609,10.05279922,14.99093914,-0.05359276,-0.027710992,-0.706611063,-0.705025388,8
2023/02/19/19:15:49.615180,233,1814904,117171261,map,4.687088966,10.05318832,14.99118423,-0.054061001,-0.028172084,-0.706592582,-0.704989837,8
2023/02/19/19:15:49.647299,234,1814904,149171261,map,4.656249523,10.05354881,14.99145889,-0.05477418,-0.029058062,-0.70656319,-0.704928276,8
2023/02/19/19:15:49.683845,235,1814904,189171261,map,4.619027138,10.05386448,14.99179363,-0.055338039,-0.029986254,-0.706544508,-0.704864097,8
2023/02/19/19:15:49.714824,236,1814904,221915424,map,4.590476036,10.05397415,14.99207401,-0.05562817,-0.030226046,-0.706513742,-0.70486182,8
2023/02/19/19:15:49.747337,237,1814904,253915424,map,4.56235981,10.05408192,14.99237156,-0.056076511,-0.030843999,-0.706536171,-0.704777182,8
2023/02/19/19:15:49.783662,238,1814904,285915424,map,4.535810947,10.05412483,14.99267578,-0.056418713,-0.031329972,-0.706518843,-0.704745788,8
2023/02/19/19:15:49.815603,239,1814904,318658240,map,4.510057449,10.05417156,14.99301529,-0.056555601,-0.031533836,-0.706532458,-0.704712112,8
2023/02/19/19:15:49.847315,240,1814904,350658240,map,4.48548317,10.05415154,14.99335194,-0.056886853,-0.031877434,-0.706524818,-0.704677605,8
2023/02/19/19:15:49.883756,241,1814904,390658240,map,4.456211567,10.05410385,14.99371338,-0.05694513,-0.032009555,-0.706487776,-0.704704026,8
2023/02/19/19:15:49.915278,242,1814904,423399753,map,4.433851719,10.05405998,14.99397564,-0.057032698,-0.032178925,-0.706494665,-0.704682216,8
2023/02/19/19:15:49.951640,243,1814904,455399753,map,4.412481785,10.05402279,14.99419689,-0.057080988,-0.032133523,-0.706525393,-0.704649719,8
2023/02/19/19:15:49.987488,244,1814904,487399753,map,4.392748833,10.05389881,14.99441051,-0.056971465,-0.032225091,-0.706625672,-0.704553738,8
2023/02/19/19:15:50.019238,245,1814904,520151162,map,4.373586655,10.05378723,14.99463463,-0.0569298,-0.032137259,-0.706599964,-0.704586949,8
2023/02/19/19:15:50.051732,246,1814904,552151162,map,4.356040478,10.05359745,14.99487209,-0.056620614,-0.031952053,-0.706630306,-0.704589818,8
2023/02/19/19:15:50.087583,247,1814904,592151162,map,4.3355937,10.05336857,14.99518013,-0.056201071,-0.031727834,-0.706630717,-0.704633156,8
2023/02/19/19:15:50.119061,248,1814904,624900737,map,4.320133209,10.05316544,14.99539089,-0.055902859,-0.031470576,-0.706640444,-0.704658664,8
2023/02/19/19:15:50.151633,249,1814904,656900737,map,4.306307316,10.05287838,14.99557114,-0.055387872,-0.030950126,-0.706693352,-0.704669229,8
2023/02/19/19:15:50.187285,250,1814904,688900737,map,4.293445587,10.05256844,14.99571133,-0.05459609,-0.030428418,-0.706710902,-0.704736226,8
2023/02/19/19:15:50.219479,251,1814904,721647797,map,4.281582832,10.05222321,14.99581814,-0.054321574,-0.030066727,-0.706727186,-0.704756609,8
2023/02/19/19:15:50.251558,252,1814904,753647797,map,4.271029472,10.05179977,14.99592686,-0.053299445,-0.029325053,-0.7067945,-0.704798456,8
2023/02/19/19:15:50.287392,253,1814904,793647797,map,4.259399414,10.05120754,14.99606228,-0.05226933,-0.028540077,-0.706795397,-0.704906972,8
2023/02/19/19:15:50.323393,254,1814904,826393980,map,4.251301765,10.0506773,14.99625587,-0.051868791,-0.028251156,-0.706792105,-0.704951484,8
2023/02/19/19:15:50.355355,255,1814904,858393980,map,4.244458675,10.0500803,14.99647808,-0.050824716,-0.027275128,-0.706813339,-0.705044636,8
2023/02/19/19:15:50.391322,256,1814904,890393980,map,4.238589287,10.04941559,14.99669743,-0.049553516,-0.026337917,-0.706852024,-0.70513197,8
2023/02/19/19:15:50.423122,257,1814904,923150423,map,4.233935833,10.04868698,14.99688816,-0.049092122,-0.025840791,-0.70684355,-0.705191105,8
2023/02/19/19:15:50.455472,258,1814904,955150423,map,4.230474949,10.0479002,14.99707222,-0.047769266,-0.024825409,-0.706903055,-0.705258715,8
2023/02/19/19:15:50.491213,259,1814904,995150423,map,4.227296352,10.04681873,14.99730778,-0.046266346,-0.023682239,-0.706937811,-0.705363381,8
2023/02/19/19:15:50.523068,260,1814905,27904633,map,4.226112366,10.04587936,14.99748898,-0.045789603,-0.02318442,-0.706904637,-0.705444349,9
2023/02/19/19:15:50.555654,261,1814905,59904633,map,4.226058483,10.04488277,14.99765968,-0.044384808,-0.022002205,-0.706936626,-0.705539896,9
2023/02/19/19:15:50.591365,262,1814905,91904633,map,4.226781845,10.04392147,14.99782181,-0.043045573,-0.020734325,-0.706956439,-0.705641382,9
2023/02/19/19:15:50.623157,263,1814905,124657282,map,4.228533745,10.0429554,14.99796772,-0.042315176,-0.020165135,-0.706973146,-0.705685451,9
2023/02/19/19:15:50.655445,264,1814905,156657282,map,4.231083393,10.04202271,14.99806213,-0.040842909,-0.018680948,-0.707072422,-0.705713542,9
2023/02/19/19:15:50.691216,265,1814905,196657282,map,4.235433102,10.04085445,14.99820709,-0.039459472,-0.017442098,-0.70708639,-0.70580983,9
2023/02/19/19:15:50.723163,266,1814905,229407858,map,4.24012661,10.03987217,14.99833202,-0.038681654,-0.016706096,-0.707105229,-0.705851936,9
2023/02/19/19:15:50.755241,267,1814905,261407858,map,4.245571136,10.03881645,14.9984293,-0.037251399,-0.015304968,-0.707149726,-0.70591601,9
2023/02/19/19:15:50.791368,268,1814905,293407858,map,4.251815319,10.03769302,14.99851704,-0.035658576,-0.013987988,-0.707123285,-0.706052116,9
2023/02/19/19:15:50.823204,269,1814905,326156911,map,4.259109974,10.03652382,14.99861145,-0.034939242,-0.013303047,-0.707106533,-0.706118096,9
2023/02/19/19:15:50.855366,270,1814905,358156911,map,4.26692152,10.03531837,14.99876785,-0.033268586,-0.012102128,-0.707165015,-0.706161778,9
2023/02/19/19:15:50.891272,271,1814905,398156911,map,4.277944088,10.03375149,14.99896336,-0.031688838,-0.010690653,-0.707175301,-0.706246997,9
2023/02/19/19:15:50.923333,272,1814905,430903948,map,4.287599564,10.0324316,14.99910069,-0.030938894,-0.010055035,-0.707172347,-0.706292434,9
2023/02/19/19:15:50.955552,273,1814905,462903948,map,4.297740936,10.03107834,14.99927807,-0.029431297,-0.008784691,-0.70720449,-0.706341635,9
2023/02/19/19:15:50.991320,274,1814905,494903948,map,4.308630466,10.02968311,14.99946308,-0.0279577,-0.00743971,-0.707190224,-0.706431175,9
2023/02/19/19:15:51.023249,275,1814905,527649065,map,4.320231915,10.02827072,14.99964619,-0.027129346,-0.006879723,-0.707214374,-0.706445042,9
2023/02/19/19:15:51.055446,276,1814905,559649065,map,4.33238554,10.02687454,14.99985027,-0.025450542,-0.005380647,-0.707183084,-0.706551775,9
2023/02/19/19:15:51.091693,277,1814905,599649065,map,4.348527908,10.02513123,15.00005817,-0.023829294,-0.004029986,-0.707170676,-0.706629763,9
2023/02/19/19:15:51.122768,278,1814905,632392665,map,4.362027168,10.02374077,15.00018024,-0.023126987,-0.003198417,-0.707165229,-0.706662774,9
2023/02/19/19:15:51.155492,279,1814905,664392665,map,4.376082897,10.02235222,15.0002861,-0.021438571,-0.001809786,-0.707166295,-0.706719786,9
2023/02/19/19:15:51.190859,280,1814905,696392665,map,4.390688419,10.02093697,15.00040245,-0.020014299,-0.000396303,-0.707203616,-0.706726551,9
2023/02/19/19:15:51.222836,281,1814905,729134749,map,4.405750275,10.01947975,15.00054073,-0.019135019,0.00040645,-0.707241832,-0.706712695,9
2023/02/19/19:15:51.255378,282,1814905,761134749,map,4.421325684,10.01800537,15.00071621,-0.017528102,0.00179606,-0.70719665,-0.706797328,9
2023/02/19/19:15:51.295467,283,1814905,801134749,map,4.441421509,10.01610851,15.00097275,-0.015954738,0.003192572,-0.707157536,-0.706868894,9
2023/02/19/19:15:51.327424,284,1814905,833886350,map,4.45796442,10.01459599,15.00117779,-0.0151776,0.003907112,-0.707161325,-0.706878592,9
2023/02/19/19:15:51.359179,285,1814905,865886350,map,4.474879742,10.01309967,15.00137424,-0.013528487,0.005204441,-0.707191545,-0.706873576,9
2023/02/19/19:15:51.395047,286,1814905,897886350,map,4.492139816,10.01157665,15.00157833,-0.012093498,0.006559074,-0.707133045,-0.706946659,9
2023/02/19/19:15:51.427038,287,1814905,930635993,map,4.509761333,10.01002216,15.00187874,-0.01125157,0.007213353,-0.707075718,-0.707011572,9
2023/02/19/19:15:51.459152,288,1814905,962635993,map,4.52763176,10.00848389,15.00214195,-0.009800571,0.008449786,-0.707024033,-0.707071182,9
2023/02/19/19:15:51.495420,289,1814906,2635993,map,4.550304413,10.00655937,15.00249577,-0.008279024,0.009720141,-0.707025704,-0.707072629,10
2023/02/19/19:15:51.527516,290,1814906,35383999,map,4.568748951,10.0050602,15.00274467,-0.007654508,0.010417461,-0.707032605,-0.707062778,10
2023/02/19/19:15:51.559328,291,1814906,67383999,map,4.587318897,10.00358391,15.0029583,-0.006260555,0.011583404,-0.706936011,-0.707155073,10
2023/02/19/19:15:51.595442,292,1814906,99383999,map,4.606073856,10.00212955,15.00314808,-0.005069749,0.012764298,-0.706847572,-0.707232638,10
2023/02/19/19:15:51.627219,293,1814906,132130596,map,4.624951363,10.00067711,15.0032835,-0.004281818,0.013504938,-0.706790912,-0.707280615,10
2023/02/19/19:15:51.659119,294,1814906,164130596,map,4.643821716,9.999264717,15.00338268,-0.003196746,0.014501831,-0.706787195,-0.707270424,10
2023/02/19/19:15:51.695173,295,1814906,204130596,map,4.667565346,9.997520447,15.00343513,-0.001935633,0.015703538,-0.706772158,-0.707264304,10
2023/02/19/19:15:51.727314,296,1814906,236875484,map,4.68652153,9.996166229,15.00345135,-0.001253015,0.016311596,-0.706809839,-0.707214568,10
2023/02/19/19:15:51.759352,297,1814906,268875484,map,4.705414295,9.994829178,15.00346088,-0.000215727,0.017267439,-0.706825593,-0.707177067,10
2023/02/19/19:15:51.795069,298,1814906,300875484,map,4.724334717,9.993438721,15.00350475,0.000930287,0.018342771,-0.70677996,-0.707195051,10
2023/02/19/19:15:51.826975,299,1814906,333618214,map,4.743148804,9.992054939,15.00355244,0.001322152,0.018705006,-0.706830721,-0.70713426,10
2023/02/19/19:15:51.859251,300,1814906,365618214,map,4.761837482,9.990692139,15.00360203,0.002392348,0.019547493,-0.706820703,-0.707118568,10
2023/02/19/19:15:51.895196,301,1814906,405618214,map,4.785167217,9.988986015,15.0036459,0.003567519,0.020458908,-0.706835324,-0.707073348,10
2023/02/19/19:15:51.926938,302,1814906,438359133,map,4.803641796,9.987647057,15.00366116,0.004077137,0.020923064,-0.706824311,-0.707067924,10
2023/02/19/19:15:51.959249,303,1814906,470359133,map,4.822052002,9.986294746,15.00370121,0.004981491,0.021685749,-0.706774885,-0.707088606,10
2023/02/19/19:15:51.995327,304,1814906,502359133,map,4.840356827,9.984997749,15.00377369,0.005960257,0.022675759,-0.7067481,-0.7070767,10
2023/02/19/19:15:52.026965,305,1814906,535098597,map,4.858334064,9.983767509,15.00382519,0.006431836,0.023120036,-0.706770151,-0.707036105,10
2023/02/19/19:15:52.059533,306,1814906,567098597,map,4.876236916,9.982587814,15.00388145,0.00718369,0.023973942,-0.706718709,-0.707051974,10
2023/02/19/19:15:52.095470,307,1814906,607098597,map,4.898180008,9.981171608,15.00390244,0.007836474,0.024673927,-0.706628198,-0.707111381,10
2023/02/19/19:15:52.126801,308,1814906,639836646,map,4.915296555,9.980137825,15.00388336,0.008297564,0.025007034,-0.706613309,-0.707109243,10
2023/02/19/19:15:52.158856,309,1814906,671836646,map,4.932240486,9.979182243,15.00387096,0.008899882,0.025611738,-0.706581371,-0.707112184,10
2023/02/19/19:15:52.195052,310,1814906,703836646,map,4.948816299,9.978343964,15.00386238,0.009523921,0.026181353,-0.706661321,-0.707003237,10
2023/02/19/19:15:52.227141,311,1814906,736571959,map,4.964985371,9.977614403,15.00388336,0.009583631,0.026405787,-0.706671979,-0.706983475,10
2023/02/19/19:15:52.259120,312,1814906,768571959,map,4.980962276,9.976918221,15.00389004,0.009943479,0.026757459,-0.706621842,-0.707015404,10
2023/02/19/19:15:52.295072,313,1814906,808571959,map,5.000248909,9.976150513,15.00389671,0.0103469,0.027205381,-0.706623811,-0.706990507,10
2023/02/19/19:15:52.327018,314,1814906,841305788,map,5.015189171,9.975592613,15.00391865,0.010477972,0.027371887,-0.706653269,-0.706952704,10
2023/02/19/19:15:52.358906,315,1814906,873305788,map,5.029776573,9.975076675,15.0039978,0.01073347,0.02777173,-0.706643263,-0.706943407,10
2023/02/19/19:15:52.394884,316,1814906,905305788,map,5.043885708,9.974597931,15.004035,0.011043245,0.028102403,-0.706617946,-0.70695077,10
